sourceTimeband,sourceValueDate,sourceAccount,sourceExternalReference,sourceBalance,wrkACCOUNT NAME,wrkCurrency,wrkTime,wrkCounterparty,Firm,Center,ParentExtRefNo,DealType,ExecType,ValueDate,Adjustment,Notes,ExtRefNo,RedefaultValues,Portfolio,runningBalance
16:30:00,20/01/2010,Commercial,DEPOSIT,-16282.76,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,27/06/2018,-10325.65,Commercial/DEPOSIT/27-06-18/16:30,7180605163000099,N,7,-16282.76
09:30:00,22/01/2010,Commercial,DEPOSIT,-37966.64,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,-21683.88,Commercial/DEPOSIT/29-06-18/09:30,1180605093000100,N,1,-37966.64
09:30:00,22/01/2010,Commercial,DEPOSIT,-55599.68,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,-17633.04,Commercial/DEPOSIT/29-06-18/09:30,1180605093000101,N,1,-55599.68
12:45:00,22/01/2010,Commercial,DEPOSIT,-37966.64,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,17633.04,Commercial/DEPOSIT/29-06-18/12:45,2180605124500102,N,2,-37966.64
12:45:00,22/01/2010,Commercial,DEPOSIT,-55599.68,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,-17633.04,Commercial/DEPOSIT/29-06-18/12:45,2180605124500103,N,2,-55599.68
14:15:00,22/01/2010,Commercial,DEPOSIT,-37966.64,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,17633.04,Commercial/DEPOSIT/29-06-18/14:15,3180605141500104,N,3,-37966.64
14:15:00,22/01/2010,Commercial,DEPOSIT,-55599.68,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,-17633.04,Commercial/DEPOSIT/29-06-18/14:15,3180605141500105,N,3,-55599.68
15:15:00,22/01/2010,Commercial,DEPOSIT,-37966.64,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,17633.04,Commercial/DEPOSIT/29-06-18/15:15,4180605151500106,N,4,-37966.64
15:15:00,22/01/2010,Commercial,DEPOSIT,-55599.68,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,-17633.04,Commercial/DEPOSIT/29-06-18/15:15,4180605151500107,N,4,-55599.68
15:40:00,22/01/2010,Commercial,DEPOSIT,-37966.64,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,17633.04,Commercial/DEPOSIT/29-06-18/15:40,5180605154000108,N,5,-37966.64
15:40:00,22/01/2010,Commercial,DEPOSIT,-55599.68,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,-17633.04,Commercial/DEPOSIT/29-06-18/15:40,5180605154000109,N,5,-55599.68
16:05:00,22/01/2010,Commercial,DEPOSIT,-37966.64,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,17633.04,Commercial/DEPOSIT/29-06-18/16:05,6180605160500110,N,6,-37966.64
16:05:00,22/01/2010,Commercial,DEPOSIT,-55599.68,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,-17633.04,Commercial/DEPOSIT/29-06-18/16:05,6180605160500111,N,6,-55599.68
16:30:00,22/01/2010,Commercial,DEPOSIT,-37966.64,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,17633.04,Commercial/DEPOSIT/29-06-18/16:30,7180605163000112,N,7,-37966.64
16:30:00,22/01/2010,Commercial,DEPOSIT,-55599.68,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,29/06/2018,-17633.04,Commercial/DEPOSIT/29-06-18/16:30,7180605163000113,N,7,-55599.68
09:30:00,26/01/2010,Commercial,DEPOSIT,0,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,05/07/2018,0,Commercial/DEPOSIT/05-07-18/09:30,1180605093000114,N,1,-55599.68
12:45:00,26/01/2010,Commercial,DEPOSIT,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,05/07/2018,0,Commercial/DEPOSIT/05-07-18/12:45,2180605124500115,N,2,-55599.68
14:15:00,26/01/2010,Commercial,DEPOSIT,-4527.4,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,05/07/2018,51072.28,Commercial/DEPOSIT/05-07-18/14:15,3180605141500116,N,3,-4527.4
15:15:00,26/01/2010,Commercial,DEPOSIT,-4527.4,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,05/07/2018,0,Commercial/DEPOSIT/05-07-18/15:15,4180605151500117,N,4,-4527.4
15:40:00,26/01/2010,Commercial,DEPOSIT,-4527.4,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,05/07/2018,0,Commercial/DEPOSIT/05-07-18/15:40,5180605154000118,N,5,-4527.4
16:05:00,26/01/2010,Commercial,DEPOSIT,-4527.4,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,05/07/2018,0,Commercial/DEPOSIT/05-07-18/16:05,6180605160500119,N,6,-4527.4
16:30:00,26/01/2010,Commercial,DEPOSIT,-4527.4,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,05/07/2018,0,Commercial/DEPOSIT/05-07-18/16:30,7180605163000120,N,7,-4527.4
09:30:00,27/01/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,06/07/2018,-1429.71,Commercial/DEPOSIT/06-07-18/09:30,1180605093000121,N,1,-5957.11
12:45:00,27/01/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,06/07/2018,0,Commercial/DEPOSIT/06-07-18/12:45,2180605124500122,N,2,-5957.11
14:15:00,27/01/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,06/07/2018,0,Commercial/DEPOSIT/06-07-18/14:15,3180605141500123,N,3,-5957.11
15:15:00,27/01/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,06/07/2018,0,Commercial/DEPOSIT/06-07-18/15:15,4180605151500124,N,4,-5957.11
15:40:00,27/01/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,06/07/2018,0,Commercial/DEPOSIT/06-07-18/15:40,5180605154000125,N,5,-5957.11
16:05:00,27/01/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,06/07/2018,0,Commercial/DEPOSIT/06-07-18/16:05,6180605160500126,N,6,-5957.11
16:30:00,27/01/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,06/07/2018,0,Commercial/DEPOSIT/06-07-18/16:30,7180605163000127,N,7,-5957.11
09:30:00,29/01/2010,Commercial,DEPOSIT,-79428.12,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,10/07/2018,-73471.01,Commercial/DEPOSIT/10-07-18/09:30,1180605093000128,N,1,-79428.12
12:45:00,29/01/2010,Commercial,DEPOSIT,-79428.12,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,10/07/2018,0,Commercial/DEPOSIT/10-07-18/12:45,2180605124500129,N,2,-79428.12
14:15:00,29/01/2010,Commercial,DEPOSIT,-85226.37,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,10/07/2018,-5798.25,Commercial/DEPOSIT/10-07-18/14:15,3180605141500130,N,3,-85226.37
15:15:00,29/01/2010,Commercial,DEPOSIT,-85226.37,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,10/07/2018,0,Commercial/DEPOSIT/10-07-18/15:15,4180605151500131,N,4,-85226.37
15:40:00,29/01/2010,Commercial,DEPOSIT,-85226.37,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,10/07/2018,0,Commercial/DEPOSIT/10-07-18/15:40,5180605154000132,N,5,-85226.37
16:05:00,29/01/2010,Commercial,DEPOSIT,-85226.37,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,10/07/2018,0,Commercial/DEPOSIT/10-07-18/16:05,6180605160500133,N,6,-85226.37
16:30:00,29/01/2010,Commercial,DEPOSIT,-85226.37,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,10/07/2018,0,Commercial/DEPOSIT/10-07-18/16:30,7180605163000134,N,7,-85226.37
09:30:00,01/02/2010,Commercial,DEPOSIT,-18268.47,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,13/07/2018,66957.9,Commercial/DEPOSIT/13-07-18/09:30,1180605093000135,N,1,-18268.47
12:45:00,01/02/2010,Commercial,DEPOSIT,-18268.47,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,13/07/2018,0,Commercial/DEPOSIT/13-07-18/12:45,2180605124500136,N,2,-18268.47
14:15:00,01/02/2010,Commercial,DEPOSIT,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,13/07/2018,0,Commercial/DEPOSIT/13-07-18/14:15,3180605141500137,N,3,-18268.47
15:15:00,01/02/2010,Commercial,DEPOSIT,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,13/07/2018,0,Commercial/DEPOSIT/13-07-18/15:15,4180605151500138,N,4,-18268.47
15:40:00,01/02/2010,Commercial,DEPOSIT,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,13/07/2018,0,Commercial/DEPOSIT/13-07-18/15:40,5180605154000139,N,5,-18268.47
16:05:00,01/02/2010,Commercial,DEPOSIT,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,13/07/2018,0,Commercial/DEPOSIT/13-07-18/16:05,6180605160500140,N,6,-18268.47
16:30:00,01/02/2010,Commercial,DEPOSIT,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,13/07/2018,0,Commercial/DEPOSIT/13-07-18/16:30,7180605163000141,N,7,-18268.47
09:30:00,02/02/2010,Commercial,DEPOSIT,0,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,16/07/2018,0,Commercial/DEPOSIT/16-07-18/09:30,1180605093000142,N,1,-18268.47
12:45:00,02/02/2010,Commercial,DEPOSIT,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,16/07/2018,0,Commercial/DEPOSIT/16-07-18/12:45,2180605124500143,N,2,-18268.47
14:15:00,02/02/2010,Commercial,DEPOSIT,-3971.41,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,16/07/2018,14297.06,Commercial/DEPOSIT/16-07-18/14:15,3180605141500144,N,3,-3971.41
15:15:00,02/02/2010,Commercial,DEPOSIT,-3971.41,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,16/07/2018,0,Commercial/DEPOSIT/16-07-18/15:15,4180605151500145,N,4,-3971.41
15:40:00,02/02/2010,Commercial,DEPOSIT,-3971.41,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,16/07/2018,0,Commercial/DEPOSIT/16-07-18/15:40,5180605154000146,N,5,-3971.41
16:05:00,02/02/2010,Commercial,DEPOSIT,-3971.41,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,16/07/2018,0,Commercial/DEPOSIT/16-07-18/16:05,6180605160500147,N,6,-3971.41
16:30:00,02/02/2010,Commercial,DEPOSIT,-3971.41,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,16/07/2018,0,Commercial/DEPOSIT/16-07-18/16:30,7180605163000148,N,7,-3971.41
09:30:00,03/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,17/07/2018,-1985.7,Commercial/DEPOSIT/17-07-18/09:30,1180605093000149,N,1,-5957.11
12:45:00,03/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,17/07/2018,0,Commercial/DEPOSIT/17-07-18/12:45,2180605124500150,N,2,-5957.11
14:15:00,03/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,17/07/2018,0,Commercial/DEPOSIT/17-07-18/14:15,3180605141500151,N,3,-5957.11
15:15:00,03/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,17/07/2018,0,Commercial/DEPOSIT/17-07-18/15:15,4180605151500152,N,4,-5957.11
15:40:00,03/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,17/07/2018,0,Commercial/DEPOSIT/17-07-18/15:40,5180605154000153,N,5,-5957.11
16:05:00,03/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,17/07/2018,0,Commercial/DEPOSIT/17-07-18/16:05,6180605160500154,N,6,-5957.11
16:30:00,03/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,17/07/2018,0,Commercial/DEPOSIT/17-07-18/16:30,7180605163000155,N,7,-5957.11
09:30:00,04/02/2010,Commercial,DEPOSIT,-22557.59,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,18/07/2018,-16600.48,Commercial/DEPOSIT/18-07-18/09:30,1180605093000156,N,1,-22557.59
12:45:00,04/02/2010,Commercial,DEPOSIT,-22557.59,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,18/07/2018,0,Commercial/DEPOSIT/18-07-18/12:45,2180605124500157,N,2,-22557.59
14:15:00,04/02/2010,Commercial,DEPOSIT,-22557.59,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,18/07/2018,0,Commercial/DEPOSIT/18-07-18/14:15,3180605141500158,N,3,-22557.59
15:15:00,04/02/2010,Commercial,DEPOSIT,-22557.59,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,18/07/2018,0,Commercial/DEPOSIT/18-07-18/15:15,4180605151500159,N,4,-22557.59
15:40:00,04/02/2010,Commercial,DEPOSIT,-22557.59,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,18/07/2018,0,Commercial/DEPOSIT/18-07-18/15:40,5180605154000160,N,5,-22557.59
16:05:00,04/02/2010,Commercial,DEPOSIT,-22557.59,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,18/07/2018,0,Commercial/DEPOSIT/18-07-18/16:05,6180605160500161,N,6,-22557.59
16:30:00,04/02/2010,Commercial,DEPOSIT,-22557.59,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,18/07/2018,0,Commercial/DEPOSIT/18-07-18/16:30,7180605163000162,N,7,-22557.59
09:30:00,05/02/2010,Commercial,DEPOSIT,-19857.03,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,19/07/2018,2700.56,Commercial/DEPOSIT/19-07-18/09:30,1180605093000163,N,1,-19857.03
12:45:00,05/02/2010,Commercial,DEPOSIT,-19857.03,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,19/07/2018,0,Commercial/DEPOSIT/19-07-18/12:45,2180605124500164,N,2,-19857.03
14:15:00,05/02/2010,Commercial,DEPOSIT,-19857.03,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,19/07/2018,0,Commercial/DEPOSIT/19-07-18/14:15,3180605141500165,N,3,-19857.03
15:15:00,05/02/2010,Commercial,DEPOSIT,-19857.03,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,19/07/2018,0,Commercial/DEPOSIT/19-07-18/15:15,4180605151500166,N,4,-19857.03
15:40:00,05/02/2010,Commercial,DEPOSIT,-19857.03,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,19/07/2018,0,Commercial/DEPOSIT/19-07-18/15:40,5180605154000167,N,5,-19857.03
16:05:00,05/02/2010,Commercial,DEPOSIT,-19857.03,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,19/07/2018,0,Commercial/DEPOSIT/19-07-18/16:05,6180605160500168,N,6,-19857.03
16:30:00,05/02/2010,Commercial,DEPOSIT,-19857.03,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,19/07/2018,0,Commercial/DEPOSIT/19-07-18/16:30,7180605163000169,N,7,-19857.03
09:30:00,09/02/2010,Commercial,DEPOSIT,-28117.55,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,25/07/2018,-8260.52,Commercial/DEPOSIT/25-07-18/09:30,1180605093000170,N,1,-28117.55
12:45:00,09/02/2010,Commercial,DEPOSIT,-28117.55,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,25/07/2018,0,Commercial/DEPOSIT/25-07-18/12:45,2180605124500171,N,2,-28117.55
14:15:00,09/02/2010,Commercial,DEPOSIT,-28117.55,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,25/07/2018,0,Commercial/DEPOSIT/25-07-18/14:15,3180605141500172,N,3,-28117.55
15:15:00,09/02/2010,Commercial,DEPOSIT,-28117.55,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,25/07/2018,0,Commercial/DEPOSIT/25-07-18/15:15,4180605151500173,N,4,-28117.55
15:40:00,09/02/2010,Commercial,DEPOSIT,-28117.55,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,25/07/2018,0,Commercial/DEPOSIT/25-07-18/15:40,5180605154000174,N,5,-28117.55
16:05:00,09/02/2010,Commercial,DEPOSIT,-28117.55,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,25/07/2018,0,Commercial/DEPOSIT/25-07-18/16:05,6180605160500175,N,6,-28117.55
16:30:00,09/02/2010,Commercial,DEPOSIT,-28117.55,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,25/07/2018,0,Commercial/DEPOSIT/25-07-18/16:30,7180605163000176,N,7,-28117.55
09:30:00,10/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,26/07/2018,22160.44,Commercial/DEPOSIT/26-07-18/09:30,1180605093000177,N,1,-5957.11
12:45:00,10/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,26/07/2018,0,Commercial/DEPOSIT/26-07-18/12:45,2180605124500178,N,2,-5957.11
14:15:00,10/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,26/07/2018,0,Commercial/DEPOSIT/26-07-18/14:15,3180605141500179,N,3,-5957.11
15:15:00,10/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,26/07/2018,0,Commercial/DEPOSIT/26-07-18/15:15,4180605151500180,N,4,-5957.11
15:40:00,10/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,26/07/2018,0,Commercial/DEPOSIT/26-07-18/15:40,5180605154000181,N,5,-5957.11
16:05:00,10/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,26/07/2018,0,Commercial/DEPOSIT/26-07-18/16:05,6180605160500182,N,6,-5957.11
16:30:00,10/02/2010,Commercial,DEPOSIT,-5957.11,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,26/07/2018,0,Commercial/DEPOSIT/26-07-18/16:30,7180605163000183,N,7,-5957.11
09:30:00,15/02/2010,Commercial,DEPOSIT,-17474.19,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,02/08/2018,-11517.08,Commercial/DEPOSIT/02-08-18/09:30,1180605093000184,N,1,-17474.19
09:30:00,15/02/2010,Commercial,DEPOSIT,0,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,02/08/2018,0,Commercial/DEPOSIT/02-08-18/09:30,1180605093000185,N,1,-17474.19
12:45:00,15/02/2010,Commercial,DEPOSIT,-17474.19,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,02/08/2018,0,Commercial/DEPOSIT/02-08-18/12:45,2180605124500186,N,2,-17474.19
12:45:00,15/02/2010,Commercial,DEPOSIT,-6830.82,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,02/08/2018,10643.37,Commercial/DEPOSIT/02-08-18/12:45,2180605124500187,N,2,-6830.82
14:15:00,15/02/2010,Commercial,DEPOSIT,-17474.19,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,02/08/2018,-10643.37,Commercial/DEPOSIT/02-08-18/14:15,3180605141500188,N,3,-17474.19
14:15:00,15/02/2010,Commercial,DEPOSIT,-6830.82,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,02/08/2018,10643.37,Commercial/DEPOSIT/02-08-18/14:15,3180605141500189,N,3,-6830.82
15:15:00,15/02/2010,Commercial,DEPOSIT,-17474.19,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,02/08/2018,-10643.37,Commercial/DEPOSIT/02-08-18/15:15,4180605151500190,N,4,-17474.19
15:15:00,15/02/2010,Commercial,DEPOSIT,-6830.82,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,02/08/2018,10643.37,Commercial/DEPOSIT/02-08-18/15:15,4180605151500191,N,4,-6830.82
15:40:00,15/02/2010,Commercial,DEPOSIT,-17474.19,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,02/08/2018,-10643.37,Commercial/DEPOSIT/02-08-18/15:40,5180605154000192,N,5,-17474.19
15:40:00,15/02/2010,Commercial,DEPOSIT,-6830.82,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,02/08/2018,10643.37,Commercial/DEPOSIT/02-08-18/15:40,5180605154000193,N,5,-6830.82
16:05:00,15/02/2010,Commercial,DEPOSIT,-17474.19,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/DEPOSIT,Account Amendment,1,02/08/2018,-10643.37,Commercial/DEPOSIT/02-08-18/16:05,6180605160500194,N,6,-17474.19
