Transaction UUID,Status,OriginalAmount,OriginalCurrency,MerchantAmount,MerchantCurrency,CustomerAmount,CustomerCurrency,Operation,Reference No,Create Date
3640471-1458747335-101,APPROVED,29.88,EUR,29.88,EUR,101.36,TRY,3DAUTH,99-1458747093-9202-4601033,23/03/2016 15:35
3640171-1458747090-161,DECLINED,43.73,EUR,43.73,EUR,68.18,AUD,STORED,1396-1458747090-0337-4593032,23/03/2016 15:31
3640189-1458747103-216,DECLINED,35.81,EUR,35.81,EUR,121.47,TRY,3DAUTH,10-1458747086-3309-4662494,23/03/2016 15:31
3640159-1458747084-161,DECLINED,44.5,EUR,44.5,EUR,44.5,EUR,STORED,1396-1458747084-1767-4592903,23/03/2016 15:31
3640153-1458747082-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155926522,23/03/2016 15:31
3640150-1458747080-161,DECLINED,43.73,EUR,43.73,EUR,68.18,AUD,STORED,1396-1458747080-4828-4592900,23/03/2016 15:31
3640144-1458747078-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155926502,23/03/2016 15:31
3640138-1458747075-161,DECLINED,43.73,EUR,43.73,EUR,68.18,AUD,STORED,1396-1458747074-8033-4592894,23/03/2016 15:31
3640216-1458747115-101,APPROVED,8.03,EUR,8.03,EUR,27.24,TRY,3DAUTH,99-1458747074-9606-4498925,23/03/2016 15:31
3640135-1458747074-171,DECLINED,10,EUR,10,EUR,99.67,NOK,DIRECT,34-1458747074-2028-399292,23/03/2016 15:31
3640132-1458747074-224,APPROVED,108.23,EUR,108.23,EUR,1078.65,NOK,DIRECT,12-1458747073-5104-74723,23/03/2016 15:31
3640129-1458747071-161,DECLINED,22.25,EUR,22.25,EUR,22.25,EUR,STORED,1396-1458747071-3802-4624399,23/03/2016 15:31
3640123-1458747068-161,DECLINED,43.73,EUR,43.73,EUR,68.18,AUD,STORED,1396-1458747067-9495-4554284,23/03/2016 15:31
3640120-1458747062-161,DECLINED,43.73,EUR,43.73,EUR,68.18,AUD,STORED,1396-1458747062-0748-4554278,23/03/2016 15:31
3640696-1458747582-96,APPROVED,175,TRY,175,TRY,175,TRY,3DAUTH,WC-10620,23/03/2016 15:39
3640111-1458747059-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155926412,23/03/2016 15:30
3640108-1458747057-161,APPROVED,21.87,EUR,21.87,EUR,34.1,AUD,STORED,1396-1458747056-5281-4647607,23/03/2016 15:30
3640105-1458747053-161,DECLINED,44.5,EUR,44.5,EUR,44.5,EUR,STORED,1396-1458747052-8502-4592846,23/03/2016 15:30
3640102-1458747052-145,APPROVED,40.21,EUR,40.21,EUR,400.75,NOK,DIRECT,73-1458747051-5617-175897,23/03/2016 15:30
3640558-1458747422-96,APPROVED,175,TRY,175,TRY,175,TRY,3DAUTH,WC-10621,23/03/2016 15:37
3640093-1458747047-161,DECLINED,22.25,EUR,22.25,EUR,22.25,EUR,STORED,1396-1458747046-8713-4647507,23/03/2016 15:30
3640165-1458747087-216,DECLINED,10.9,EUR,10.9,EUR,36.98,TRY,3DAUTH,10-1458747046-8212-3885367,23/03/2016 15:31
3640147-1458747080-101,DECLINED,36.62,EUR,36.62,EUR,124.22,TRY,3DAUTH,99-1458747045-9212-4612413,23/03/2016 15:31
3640084-1458747043-161,DECLINED,44.5,EUR,44.5,EUR,44.5,EUR,STORED,1396-1458747043-4841-4592837,23/03/2016 15:30
3640114-1458747059-203,APPROVED,170.49,EUR,170.49,EUR,578.3,TRY,3DAUTH,1477-1458747040-669-4668018,23/03/2016 15:30
3640078-1458747040-161,DECLINED,44.5,EUR,44.5,EUR,44.5,EUR,STORED,1396-1458747039-6083-4592783,23/03/2016 15:30
3640075-1458747036-161,DECLINED,44.5,EUR,44.5,EUR,44.5,EUR,STORED,1396-1458747036-3516-4648723,23/03/2016 15:30
3640072-1458747036-171,APPROVED,60,EUR,60,EUR,597.98,NOK,DIRECT,34-1458747035-7105-260240,23/03/2016 15:30
3640126-1458747069-56,DECLINED,9.63,EUR,9.63,EUR,32.67,TRY,3DAUTH,30102125,23/03/2016 15:31
3640063-1458747033-161,DECLINED,44.5,EUR,44.5,EUR,44.5,EUR,STORED,1396-1458747033-0857-4648699,23/03/2016 15:30
3640066-1458747033-261,APPROVED,53.49,EUR,53.49,EUR,533.1,NOK,DIRECT,32-1458747033-3521-43793,23/03/2016 15:30
3640057-1458747030-161,DECLINED,89,EUR,89,EUR,89,EUR,STORED,1396-1458747029-5978-4651503,23/03/2016 15:30
3640051-1458747026-161,DECLINED,87.46,EUR,87.46,EUR,136.36,AUD,STORED,1396-1458747025-9891-4507373,23/03/2016 15:30
3640048-1458747021-56,WAITING,32.13,EUR,32.13,EUR,108.99,TRY,3D,30102114,23/03/2016 15:30
3640060-1458747033-264,DECLINED,95,TRY,29.56,EUR,100.23,TRY,3DAUTH,49639853,23/03/2016 15:30
3640042-1458747017-161,APPROVED,83.61,EUR,83.61,EUR,147.17,NZD,STORED,1396-1458747016-9331-4507037,23/03/2016 15:30
3640156-1458747083-107,APPROVED,10.22,EUR,10.22,EUR,34.67,TRY,3DAUTH,578-1458747015-7541-1159286,23/03/2016 15:31
3640033-1458747016-171,DECLINED,15,EUR,15,EUR,149.5,NOK,DIRECT,34-1458747015-4969-3771283,23/03/2016 15:30
3640030-1458747013-171,DECLINED,10,EUR,10,EUR,99.67,NOK,DIRECT,34-1458747013-412-399292,23/03/2016 15:30
3640027-1458747011-161,DECLINED,87.46,EUR,87.46,EUR,136.36,AUD,STORED,1396-1458747011-435-4457617,23/03/2016 15:30
3640024-1458747010-145,APPROVED,52.97,EUR,52.97,EUR,527.92,NOK,DIRECT,73-1458747010-0108-4605038,23/03/2016 15:30
3640021-1458747008-161,DECLINED,89,EUR,89,EUR,89,EUR,STORED,1396-1458747007-8455-4631447,23/03/2016 15:30
3640015-1458747007-119,APPROVED,25,EUR,25,EUR,249.16,NOK,DIRECT,5-1458747006-3157-4099414,23/03/2016 15:30
3640207-1458747110-289,APPROVED,400,TRY,400,TRY,400,TRY,3DAUTH,155926282,23/03/2016 15:31
3640009-1458747003-161,APPROVED,49,EUR,49,EUR,49,EUR,STORED,1396-1458747002-3783-4262536,23/03/2016 15:30
3640006-1458747002-145,APPROVED,205.03,EUR,205.03,EUR,316.59,CAD,DIRECT,73-1458747001-7362-729725,23/03/2016 15:30
3640237-1458747131-63,APPROVED,200,TRY,200,TRY,200,TRY,3DAUTH,DP1069715,23/03/2016 15:32
3640000-1458746988-199,APPROVED,54.32,EUR,54.32,EUR,541.37,NOK,DIRECT,419-1458746988-312-2616219,23/03/2016 15:29
3640039-1458747017-101,DECLINED,36.95,EUR,36.95,EUR,125.46,TRY,3DAUTH,99-1458746983-4631-4612413,23/03/2016 15:30
3640363-1458747226-254,APPROVED,175,TRY,175,TRY,175,TRY,3DAUTH,PK-10815,23/03/2016 15:33
3639991-1458746979-119,APPROVED,100,EUR,100,EUR,996.63,NOK,DIRECT,5-1458746979-1341-33367,23/03/2016 15:29
3639988-1458746978-171,DECLINED,10,EUR,10,EUR,99.67,NOK,DIRECT,34-1458746977-8129-399292,23/03/2016 15:29
3640018-1458747008-216,DECLINED,140.11,EUR,140.11,EUR,475.72,TRY,3DAUTH,10-1458746975-4554-1014865,23/03/2016 15:30
3639982-1458746969-261,APPROVED,333.98,EUR,333.98,EUR,3328.54,NOK,DIRECT,32-1458746969-1533-46317,23/03/2016 15:29
3639979-1458746968-187,APPROVED,15.87,EUR,15.87,EUR,158.17,NOK,DIRECT,346-1458746967-766-4344646,23/03/2016 15:29
3639976-1458746966-145,APPROVED,31.78,EUR,31.78,EUR,316.73,NOK,DIRECT,73-1458746965-2139-2608614,23/03/2016 15:29
3639973-1458746964-289,WAITING,2000,TRY,2000,TRY,2000,TRY,3D,155926182,23/03/2016 15:29
3640168-1458747088-216,DECLINED,11.52,EUR,11.52,EUR,39.12,TRY,3DAUTH,10-1458746957-2119-4147783,23/03/2016 15:31
3640249-1458747140-289,APPROVED,300,TRY,300,TRY,300,TRY,3DAUTH,155926132,23/03/2016 15:32
3639958-1458746941-171,DECLINED,30,EUR,30,EUR,298.99,NOK,DIRECT,34-1458746940-3127-399292,23/03/2016 15:29
3639952-1458746926-224,APPROVED,16.23,EUR,16.23,EUR,161.76,NOK,DIRECT,12-1458746925-6373-232267,23/03/2016 15:28
3639964-1458746954-216,APPROVED,15.57,EUR,15.57,EUR,52.87,TRY,3DAUTH,10-1458746925-3115-4640951,23/03/2016 15:29
3639946-1458746914-82,DECLINED,6.95,GBP,8.31,EUR,6.95,GBP,DIRECT,312147445,23/03/2016 15:28
3639934-1458746898-125,APPROVED,50,EUR,50,EUR,498.32,NOK,DIRECT,133-1458746898-0178-245404,23/03/2016 15:28
3639955-1458746937-107,APPROVED,10.53,EUR,10.53,EUR,35.76,TRY,3DAUTH,578-1458746880-1779-693467,23/03/2016 15:28
3639940-1458746906-216,APPROVED,14.79,EUR,14.79,EUR,50.22,TRY,3DAUTH,10-1458746876-7767-4652239,23/03/2016 15:28
3639922-1458746876-82,DECLINED,42.95,EUR,42.95,EUR,42.95,EUR,STORED,312147387,23/03/2016 15:27
3639925-1458746877-264,DECLINED,95,TRY,29.55,EUR,100.23,TRY,3DAUTH,49639157,23/03/2016 15:27
3639937-1458746903-107,DECLINED,29.43,EUR,29.43,EUR,99.93,TRY,3DAUTH,578-1458746861-9161-743483,23/03/2016 15:28
3639913-1458746861-82,DECLINED,6.95,GBP,8.31,EUR,6.95,GBP,DIRECT,312147347,23/03/2016 15:27
3639910-1458746859-224,APPROVED,86.58,EUR,86.58,EUR,862.88,NOK,DIRECT,12-1458746859-0184-74723,23/03/2016 15:27
3639961-1458746942-101,APPROVED,14.46,EUR,14.46,EUR,49.1,TRY,3DAUTH,99-1458746856-6198-4313449,23/03/2016 15:29
3639901-1458746852-216,WAITING,14.95,EUR,14.95,EUR,50.76,TRY,3D,10-1458746852-0069-4652239,23/03/2016 15:27
3639892-1458746822-82,APPROVED,13.95,USD,11.78,EUR,13.95,USD,STORED,312147259,23/03/2016 15:27
3639895-1458746822-224,APPROVED,32.47,EUR,32.47,EUR,323.61,NOK,DIRECT,12-1458746822-3781-160054,23/03/2016 15:27
3640369-1458747234-254,APPROVED,175,TRY,175,TRY,175,TRY,3DAUTH,PK-10814,23/03/2016 15:33
3639886-1458746820-241,APPROVED,38,EUR,38,EUR,31.64,GBP,DIRECT,1304-1458746816-506-4668010,23/03/2016 15:27
3639898-1458746849-164,APPROVED,150,EUR,150,EUR,150,EUR,3DAUTH,219-1458746808-0793-577289,23/03/2016 15:27
3640375-1458747236-289,APPROVED,350,TRY,350,TRY,350,TRY,3DAUTH,155925782,23/03/2016 15:33
3639874-1458746799-119,APPROVED,25,EUR,25,EUR,249.39,NOK,DIRECT,21-1458746798-6198-2525232,23/03/2016 15:26
3639871-1458746798-124,APPROVED,42.35,EUR,42.35,EUR,422.46,NOK,DIRECT,1138-1458746797-6346-4667830,23/03/2016 15:26
3639865-1458746783-119,APPROVED,50,EUR,50,EUR,498.77,NOK,DIRECT,5-1458746783-5734-4251424,23/03/2016 15:26
3639868-1458746795-56,APPROVED,8.03,EUR,8.03,EUR,27.27,TRY,3DAUTH,30102044,23/03/2016 15:26
3639856-1458746761-171,APPROVED,6.81,EUR,6.81,EUR,10.52,CAD,DIRECT,1516-1458746761-2612-4662278,23/03/2016 15:26
3639853-1458746760-98,APPROVED,49,EUR,49,EUR,49,EUR,REFUND,1399-1458746758-2857-4557509,23/03/2016 15:26
3639850-1458746752-126,DECLINED,25.63,EUR,25.63,EUR,255.67,NOK,DIRECT,48-1458746751-7387-4527137,23/03/2016 15:25
3639862-1458746775-126,APPROVED,20.5,EUR,20.5,EUR,204.5,NOK,3DAUTH,47-1458746751-6595-1637916,23/03/2016 15:26
3639841-1458746740-119,DECLINED,25,EUR,25,EUR,249.39,NOK,DIRECT,21-1458746740-1194-2525232,23/03/2016 15:25
3639835-1458746731-171,DECLINED,13.62,EUR,13.62,EUR,21.03,CAD,DIRECT,1516-1458746730-8823-4662278,23/03/2016 15:25
3639943-1458746914-254,APPROVED,350,TRY,350,TRY,350,TRY,3DAUTH,PK-10813,23/03/2016 15:28
3639826-1458746725-200,APPROVED,30,EUR,30,EUR,299.27,NOK,STORED,239-1458746725-2934-4250266,23/03/2016 15:25
3639823-1458746723-224,APPROVED,10.82,EUR,10.82,EUR,107.94,NOK,DIRECT,12-1458746723-0252-504302,23/03/2016 15:25
3639820-1458746716-264,WAITING,95,TRY,29.56,EUR,100.23,TRY,3D,49638461,23/03/2016 15:25
3639832-1458746730-264,DECLINED,95,TRY,29.56,EUR,100.23,TRY,3DAUTH,49638461,23/03/2016 15:25
3639844-1458746743-212,APPROVED,117.09,EUR,117.09,EUR,97.49,GBP,3DAUTH,888-1458746702-8697-4300036,23/03/2016 15:25
3639808-1458746699-119,APPROVED,25,EUR,25,EUR,249.39,NOK,DIRECT,5-1458746699-1479-654461,23/03/2016 15:24
3639802-1458746685-216,WAITING,12.45,EUR,12.45,EUR,42.28,TRY,3D,10-1458746684-9189-747890,23/03/2016 15:24
3639799-1458746678-125,APPROVED,50,EUR,50,EUR,498.77,NOK,DIRECT,133-1458746677-2198-245404,23/03/2016 15:24
3639796-1458746676-119,APPROVED,25,EUR,25,EUR,249.39,NOK,DIRECT,5-1458746676-1607-26895,23/03/2016 15:24
3639805-1458746687-160,APPROVED,15.53,EUR,15.53,EUR,12.94,GBP,3DAUTH,598-1458746670-7232-630068,23/03/2016 15:24
3639790-1458746672-98,APPROVED,1,EUR,1,EUR,1,EUR,DIRECT,1399-1458746665-6235-4668006,23/03/2016 15:24
3639784-1458746661-82,DECLINED,6.95,GBP,8.31,EUR,6.95,GBP,DIRECT,312146945,23/03/2016 15:24
3639781-1458746645-224,APPROVED,64.94,EUR,64.94,EUR,647.8,NOK,DIRECT,12-1458746645-0324-74723,23/03/2016 15:24
3639814-1458746711-264,APPROVED,300,TRY,300,TRY,300,TRY,3DAUTH,49638187,23/03/2016 15:25
3639772-1458746631-119,APPROVED,200,EUR,200,EUR,1990.11,NOK,DIRECT,5-1458746630-9664-950141,23/03/2016 15:23
3639769-1458746631-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155925242,23/03/2016 15:23
3639760-1458746620-224,APPROVED,108.23,EUR,108.23,EUR,1076.95,NOK,DIRECT,12-1458746615-5821-4668002,23/03/2016 15:23
3639757-1458746618-224,APPROVED,75.69,EUR,75.69,EUR,10066.27,JPY,DIRECT,12-1458746617-6621-4188574,23/03/2016 15:23
3639754-1458746617-82,APPROVED,6.95,GBP,8.31,EUR,6.95,GBP,DIRECT,312146859,23/03/2016 15:23
3639880-1458746804-107,DECLINED,10.22,EUR,10.22,EUR,34.63,TRY,3DAUTH,578-1458746609-6228-693467,23/03/2016 15:26
3639787-1458746665-126,APPROVED,102.5,EUR,102.5,EUR,1019.94,NOK,3DAUTH,47-1458746602-2425-4576292,23/03/2016 15:24
3640054-1458747027-264,APPROVED,800,TRY,800,TRY,800,TRY,3DAUTH,49638005,23/03/2016 15:30
3639763-1458746621-56,APPROVED,12.85,EUR,12.85,EUR,43.54,TRY,3DAUTH,30101992,23/03/2016 15:23
3639766-1458746625-216,APPROVED,10.9,EUR,10.9,EUR,36.93,TRY,3DAUTH,10-1458746576-4833-680093,23/03/2016 15:23
3639721-1458746565-119,APPROVED,25,EUR,25,EUR,25,EUR,DIRECT,93-1458746565-3516-4666810,23/03/2016 15:22
3639745-1458746591-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,91-1458746563-8713-2383647,23/03/2016 15:23
3639742-1458746588-216,APPROVED,10.9,EUR,10.9,EUR,36.93,TRY,3DAUTH,10-1458746558-6642-4507835,23/03/2016 15:23
3639775-1458746635-216,DECLINED,11.83,EUR,11.83,EUR,40.08,TRY,3DAUTH,10-1458746552-1595-4147783,23/03/2016 15:23
3639739-1458746587-216,APPROVED,15.57,EUR,15.57,EUR,52.75,TRY,3DAUTH,10-1458746549-0741-4406614,23/03/2016 15:23
3639709-1458746558-107,DECLINED,12.39,EUR,12.39,EUR,41.98,TRY,3DAUTH,578-1458746534-9946-4297777,23/03/2016 15:22
3639724-1458746574-264,DECLINED,100,TRY,31.11,EUR,2488.98,RUB,3DAUTH,49637057,23/03/2016 15:22
3639691-1458746531-224,APPROVED,21.64,EUR,21.64,EUR,215.33,NOK,DIRECT,12-1458746530-5054-3440300,23/03/2016 15:22
3639838-1458746737-289,APPROVED,670,TRY,670,TRY,670,TRY,3DAUTH,155924992,23/03/2016 15:25
3639685-1458746531-82,DECLINED,6.95,GBP,8.31,EUR,6.95,GBP,DIRECT,312146707,23/03/2016 15:22
3639733-1458746584-56,APPROVED,9.63,EUR,9.63,EUR,32.63,TRY,3DAUTH,30101972,23/03/2016 15:23
3639715-1458746561-162,APPROVED,15.57,EUR,15.57,EUR,52.75,TRY,3DAUTH,601-1458746518-6244-4628231,23/03/2016 15:22
3639673-1458746508-224,APPROVED,22.79,EUR,22.79,EUR,3030.92,JPY,DIRECT,12-1458746508-0233-3880573,23/03/2016 15:21
3639664-1458746493-119,DECLINED,50,EUR,50,EUR,50,EUR,DIRECT,5-1458746492-8784-4655850,23/03/2016 15:21
3639661-1458746478-187,APPROVED,31.74,EUR,31.74,EUR,315.84,NOK,DIRECT,346-1458746478-4659-789497,23/03/2016 15:21
3639658-1458746474-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155924882,23/03/2016 15:21
3639667-1458746496-216,DECLINED,12.45,EUR,12.45,EUR,42.18,TRY,3DAUTH,10-1458746467-8991-4454050,23/03/2016 15:21
3639652-1458746463-119,APPROVED,200,EUR,200,EUR,1990.11,NOK,DIRECT,5-1458746462-9496-950141,23/03/2016 15:21
3639649-1458746460-126,APPROVED,20.5,EUR,20.5,EUR,204.5,NOK,DIRECT,48-1458746459-8885-4667998,23/03/2016 15:21
3639646-1458746460-119,APPROVED,25,EUR,25,EUR,249.39,NOK,DIRECT,7-1458746459-6368-2403543,23/03/2016 15:21
3640099-1458747049-264,DECLINED,800,TRY,800,TRY,800,TRY,3DAUTH,49636639,23/03/2016 15:30
3639637-1458746451-171,DECLINED,10,EUR,10,EUR,99.76,NOK,DIRECT,34-1458746451-5028-3109568,23/03/2016 15:20
3639631-1458746446-187,APPROVED,211.57,EUR,211.57,EUR,2110.49,NOK,DIRECT,346-1458746445-925-1556625,23/03/2016 15:20
3639628-1458746444-289,WAITING,5000,TRY,5000,TRY,5000,TRY,3D,155924832,23/03/2016 15:20
3639625-1458746441-261,APPROVED,21.4,EUR,21.4,EUR,213.48,NOK,DIRECT,32-1458746441-2677-84375,23/03/2016 15:20
3639622-1458746437-82,APPROVED,6.95,GBP,8.32,EUR,6.95,GBP,DIRECT,312146539,23/03/2016 15:20
3639616-1458746427-82,APPROVED,6.95,GBP,8.32,EUR,6.95,GBP,DIRECT,312146521,23/03/2016 15:20
3639643-1458746457-216,APPROVED,11.68,EUR,11.68,EUR,39.62,TRY,3DAUTH,10-1458746424-32-4544198,23/03/2016 15:20
3639607-1458746418-224,APPROVED,64.94,EUR,64.94,EUR,647.8,NOK,DIRECT,12-1458746418-1853-74723,23/03/2016 15:20
3639604-1458746415-82,APPROVED,6.95,GBP,8.32,EUR,6.95,GBP,DIRECT,312146497,23/03/2016 15:20
3639598-1458746413-187,DECLINED,211.57,EUR,211.57,EUR,2110.49,NOK,DIRECT,346-1458746410-2956-1556625,23/03/2016 15:20
3639592-1458746406-101,WAITING,8.03,EUR,8.03,EUR,27.24,TRY,3D,99-1458746406-3206-4610931,23/03/2016 15:20
3639634-1458746447-216,APPROVED,155.68,EUR,155.68,EUR,528.06,TRY,3DAUTH,10-1458746406-2932-3898936,23/03/2016 15:20
3639670-1458746496-212,DECLINED,84.57,EUR,84.57,EUR,70.42,GBP,3DAUTH,888-1458746395-7191-4300036,23/03/2016 15:21
3639610-1458746421-56,APPROVED,28.91,EUR,28.91,EUR,98.07,TRY,3DAUTH,30101940,23/03/2016 15:20
3639574-1458746393-134,APPROVED,35.68,EUR,35.68,EUR,4745.21,JPY,DIRECT,215-1458746392-7784-2904197,23/03/2016 15:19
3639676-1458746515-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458746387-9386-4667994,23/03/2016 15:21
3639583-1458746396-101,APPROVED,155.25,EUR,155.25,EUR,526.6,TRY,3DAUTH,232-1458746374-0085-4628775,23/03/2016 15:19
3639568-1458746386-212,DECLINED,87.17,EUR,87.17,EUR,72.58,GBP,3DAUTH,888-1458746372-4393-4300036,23/03/2016 15:19
3639553-1458746363-82,DECLINED,6.95,GBP,8.32,EUR,6.95,GBP,DIRECT,312146403,23/03/2016 15:19
3639586-1458746397-150,APPROVED,27.94,EUR,27.94,EUR,94.78,TRY,3DAUTH,620-1458746361-8275-1239471,23/03/2016 15:19
3639601-1458746413-216,DECLINED,17.12,EUR,17.12,EUR,58.07,TRY,3DAUTH,10-1458746361-3324-4667838,23/03/2016 15:20
3639538-1458746353-216,WAITING,10.89,EUR,10.89,EUR,36.94,TRY,3D,10-1458746353-0718-4667118,23/03/2016 15:19
3639532-1458746345-171,APPROVED,13.62,EUR,13.62,EUR,21.02,CAD,DIRECT,1516-1458746345-6214-4604414,23/03/2016 15:19
3639700-1458746544-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458746342-25-4667990,23/03/2016 15:22
3639526-1458746340-82,DECLINED,6.95,GBP,8.32,EUR,6.95,GBP,DIRECT,312146367,23/03/2016 15:19
3639523-1458746338-125,DECLINED,10,EUR,10,EUR,99.76,NOK,DIRECT,133-1458746337-8092-270523,23/03/2016 15:18
3639541-1458746355-203,APPROVED,155,EUR,155,EUR,525.75,TRY,3DAUTH,1477-1458746335-1608-4667986,23/03/2016 15:19
3639595-1458746408-289,APPROVED,300,TRY,300,TRY,300,TRY,3DAUTH,155924522,23/03/2016 15:20
3639517-1458746334-216,DECLINED,10.89,EUR,10.89,EUR,36.94,TRY,3DAUTH,10-1458746320-4126-3697853,23/03/2016 15:18
3639508-1458746319-199,APPROVED,54.32,EUR,54.32,EUR,541.87,NOK,DIRECT,424-1458746316-5021-2249509,23/03/2016 15:18
3639565-1458746381-56,APPROVED,14.46,EUR,14.46,EUR,49.05,TRY,3DAUTH,30101912,23/03/2016 15:19
3639544-1458746360-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458746303-8312-4667982,23/03/2016 15:19
3639556-1458746365-126,APPROVED,20.5,EUR,20.5,EUR,204.5,NOK,3DAUTH,47-1458746303-4703-4667978,23/03/2016 15:19
3639484-1458746301-224,APPROVED,36.47,EUR,36.47,EUR,4850.27,JPY,DIRECT,12-1458746300-9501-1744713,23/03/2016 15:18
3639481-1458746297-82,DECLINED,1.94,GBP,2.32,EUR,1.94,GBP,DIRECT,312146277,23/03/2016 15:18
3639478-1458746290-134,DECLINED,40.14,EUR,40.14,EUR,5338.36,JPY,DIRECT,215-1458746290-5467-2904197,23/03/2016 15:18
3639475-1458746290-216,WAITING,10.89,EUR,10.89,EUR,36.94,TRY,3D,10-1458746289-9602-4481066,23/03/2016 15:18
3639535-1458746353-101,DECLINED,155.25,EUR,155.25,EUR,526.6,TRY,3DAUTH,232-1458746285-1928-4628775,23/03/2016 15:19
3639499-1458746312-107,APPROVED,50,EUR,50,EUR,169.6,TRY,3DAUTH,578-1458746271-9581-4339171,23/03/2016 15:18
3639460-1458746271-119,APPROVED,200,EUR,200,EUR,1990.92,NOK,DIRECT,5-1458746270-7727-4598606,23/03/2016 15:17
3639457-1458746270-224,APPROVED,27.36,EUR,27.36,EUR,3634.3,JPY,DIRECT,12-1458746270-3384-4637351,23/03/2016 15:17
3639454-1458746266-119,DECLINED,25,EUR,25,EUR,248.87,NOK,DIRECT,21-1458746265-8191-3890179,23/03/2016 15:17
3639451-1458746265-216,WAITING,10.89,EUR,10.89,EUR,36.94,TRY,3D,10-1458746265-0912-4481066,23/03/2016 15:17
3639448-1458746263-82,DECLINED,11.95,GBP,14.29,EUR,11.95,GBP,DIRECT,312146209,23/03/2016 15:17
3639445-1458746260-98,APPROVED,1,EUR,1,EUR,1,EUR,DIRECT,1399-1458746254-5329-4667970,23/03/2016 15:17
3639502-1458746316-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458746254-73-4667974,23/03/2016 15:18
3639436-1458746249-119,APPROVED,200,EUR,200,EUR,1990.92,NOK,DIRECT,5-1458746249-012-950141,23/03/2016 15:17
3639433-1458746243-241,APPROVED,29.99,EUR,29.99,EUR,29.99,EUR,DIRECT,1307-1458746240-275-4667966,23/03/2016 15:17
3639430-1458746241-82,DECLINED,6.95,GBP,8.31,EUR,6.95,GBP,DIRECT,312146173,23/03/2016 15:17
3639424-1458746239-119,APPROVED,200,EUR,200,EUR,1990.92,NOK,DIRECT,5-1458746239-2328-981592,23/03/2016 15:17
3639496-1458746311-216,DECLINED,10.89,EUR,10.89,EUR,36.94,TRY,3DAUTH,10-1458746237-8741-23387,23/03/2016 15:18
3639466-1458746281-107,APPROVED,29.43,EUR,29.43,EUR,99.83,TRY,3DAUTH,578-1458746231-952-929243,23/03/2016 15:18
3639412-1458746227-82,APPROVED,6.95,GBP,8.31,EUR,6.95,GBP,DIRECT,312146149,23/03/2016 15:17
3639406-1458746220-224,APPROVED,32.47,EUR,32.47,EUR,323.23,NOK,DIRECT,12-1458746220-1434-367613,23/03/2016 15:17
3639403-1458746218-82,DECLINED,89.95,USD,75.94,EUR,89.95,USD,STORED,312146131,23/03/2016 15:16
3639400-1458746218-145,APPROVED,40.21,EUR,40.21,EUR,400.28,NOK,DIRECT,73-1458746217-7703-175897,23/03/2016 15:16
3639427-1458746240-216,APPROVED,10.89,EUR,10.89,EUR,36.94,TRY,3DAUTH,10-1458746217-4327-378850,23/03/2016 15:17
3639442-1458746259-179,APPROVED,311.32,EUR,311.32,EUR,1055.98,TRY,3DAUTH,573-1458746216-7475-4643931,23/03/2016 15:17
3639379-1458746204-125,DECLINED,10,EUR,10,EUR,99.55,NOK,DIRECT,133-1458746203-7151-248652,23/03/2016 15:16
3639373-1458746199-82,APPROVED,6.95,GBP,8.31,EUR,6.95,GBP,DIRECT,312146095,23/03/2016 15:16
3639367-1458746193-145,APPROVED,13.67,EUR,13.67,EUR,21.11,CAD,DIRECT,73-1458746193-2341-806384,23/03/2016 15:16
3639487-1458746302-289,APPROVED,500,TRY,500,TRY,500,TRY,3DAUTH,155924262,23/03/2016 15:18
3639418-1458746238-56,APPROVED,32.13,EUR,32.13,EUR,108.99,TRY,3DAUTH,30101890,23/03/2016 15:17
3639358-1458746186-82,DECLINED,11.95,GBP,14.29,EUR,11.95,GBP,DIRECT,312146065,23/03/2016 15:16
3639376-1458746201-101,APPROVED,8.03,EUR,8.03,EUR,27.24,TRY,3DAUTH,99-1458746173-1437-4346641,23/03/2016 15:16
3639409-1458746226-107,DECLINED,29.43,EUR,29.43,EUR,99.83,TRY,3DAUTH,578-1458746172-366-743483,23/03/2016 15:17
3639388-1458746215-102,APPROVED,18.6,EUR,18.6,EUR,63.09,TRY,3DAUTH,743-1458746168-6551-3855820,23/03/2016 15:16
3639340-1458746167-187,APPROVED,31.74,EUR,31.74,EUR,315.96,NOK,DIRECT,346-1458746166-6739-634796,23/03/2016 15:16
3639337-1458746167-126,DECLINED,20.5,EUR,20.5,EUR,204.07,NOK,DIRECT,48-1458746166-526-4667962,23/03/2016 15:16
3639382-1458746206-216,APPROVED,10.89,EUR,10.89,EUR,36.94,TRY,3DAUTH,10-1458746162-6717-4663102,23/03/2016 15:16
3639331-1458746162-82,APPROVED,23.5,GBP,28.11,EUR,23.5,GBP,DIRECT,312146011,23/03/2016 15:16
